index,dt,day,month,year,City,AverageTemperature,AverageTemperatureUncertainty,Latitude,Longitude
53265,1876-06-01,1,6,1876,Chicago,17.649,0.589,42.59N,87.27W
53266,1876-07-01,1,7,1876,Chicago,22.585,0.7659999999999999,42.59N,87.27W
53267,1876-08-01,1,8,1876,Chicago,23.52,0.48,42.59N,87.27W
53268,1876-09-01,1,9,1876,Chicago,17.092,0.731,42.59N,87.27W
53269,1876-10-01,1,10,1876,Chicago,10.188,0.848,42.59N,87.27W
53270,1876-11-01,1,11,1876,Chicago,5.837000000000001,1.068,42.59N,87.27W
53271,1876-12-01,1,12,1876,Chicago,-4.638,1.15,42.59N,87.27W
53272,1877-01-01,1,1,1877,Chicago,-3.127,1.17,42.59N,87.27W
53273,1877-02-01,1,2,1877,Chicago,4.635,1.717,42.59N,87.27W
53274,1877-03-01,1,3,1877,Chicago,-0.981,0.969,42.59N,87.27W
53275,1877-04-01,1,4,1877,Chicago,6.865,0.982,42.59N,87.27W
53276,1877-05-01,1,5,1877,Chicago,11.989,0.511,42.59N,87.27W
53277,1877-06-01,1,6,1877,Chicago,16.811,1.912,42.59N,87.27W
53278,1877-07-01,1,7,1877,Chicago,21.96,0.711,42.59N,87.27W
53279,1877-08-01,1,8,1877,Chicago,22.626,0.618,42.59N,87.27W
53280,1877-09-01,1,9,1877,Chicago,19.789,0.505,42.59N,87.27W
53281,1877-10-01,1,10,1877,Chicago,13.513,0.82,42.59N,87.27W
53282,1877-11-01,1,11,1877,Chicago,6.039999999999999,0.989,42.59N,87.27W
53283,1877-12-01,1,12,1877,Chicago,8.025,2.143,42.59N,87.27W
53284,1878-01-01,1,1,1878,Chicago,2.0660000000000003,1.485,42.59N,87.27W
53285,1878-02-01,1,2,1878,Chicago,4.232,1.067,42.59N,87.27W
53286,1878-03-01,1,3,1878,Chicago,8.177999999999999,0.942,42.59N,87.27W
53287,1878-04-01,1,4,1878,Chicago,10.291,0.5429999999999999,42.59N,87.27W
53288,1878-05-01,1,5,1878,Chicago,10.331,0.782,42.59N,87.27W
53289,1878-06-01,1,6,1878,Chicago,16.230999999999998,0.99,42.59N,87.27W
53290,1878-07-01,1,7,1878,Chicago,23.463,0.773,42.59N,87.27W
53291,1878-08-01,1,8,1878,Chicago,23.473000000000003,0.619,42.59N,87.27W
53292,1878-09-01,1,9,1878,Chicago,19.41,0.59,42.59N,87.27W
53293,1878-10-01,1,10,1878,Chicago,12.099,0.596,42.59N,87.27W
53294,1878-11-01,1,11,1878,Chicago,7.596,0.8190000000000001,42.59N,87.27W
53295,1878-12-01,1,12,1878,Chicago,-1.5980000000000003,1.472,42.59N,87.27W
53296,1879-01-01,1,1,1879,Chicago,-2.141,0.979,42.59N,87.27W
53297,1879-02-01,1,2,1879,Chicago,-1.3150000000000002,1.117,42.59N,87.27W
53298,1879-03-01,1,3,1879,Chicago,3.984,0.473,42.59N,87.27W
53299,1879-04-01,1,4,1879,Chicago,6.7890000000000015,0.748,42.59N,87.27W
53300,1879-05-01,1,5,1879,Chicago,12.257,0.723,42.59N,87.27W
53301,1879-06-01,1,6,1879,Chicago,16.609,0.606,42.59N,87.27W
53302,1879-07-01,1,7,1879,Chicago,23.307,1.1740000000000002,42.59N,87.27W
53303,1879-08-01,1,8,1879,Chicago,22.429,0.802,42.59N,87.27W
53304,1879-09-01,1,9,1879,Chicago,16.375,0.736,42.59N,87.27W
53305,1879-10-01,1,10,1879,Chicago,16.209,0.917,42.59N,87.27W
53306,1879-11-01,1,11,1879,Chicago,6.558,0.68,42.59N,87.27W
53307,1879-12-01,1,12,1879,Chicago,0.278,1.335,42.59N,87.27W
53308,1880-01-01,1,1,1880,Chicago,6.436,0.998,42.59N,87.27W
53309,1880-02-01,1,2,1880,Chicago,2.8830000000000005,0.664,42.59N,87.27W
53310,1880-03-01,1,3,1880,Chicago,3.009,0.963,42.59N,87.27W
53311,1880-04-01,1,4,1880,Chicago,7.317,0.602,42.59N,87.27W
53312,1880-05-01,1,5,1880,Chicago,15.162,0.8640000000000001,42.59N,87.27W
53313,1880-06-01,1,6,1880,Chicago,18.513,0.435,42.59N,87.27W
53314,1880-07-01,1,7,1880,Chicago,21.664,0.529,42.59N,87.27W
53315,1880-08-01,1,8,1880,Chicago,22.785,0.57,42.59N,87.27W
53316,1880-09-01,1,9,1880,Chicago,17.792,0.962,42.59N,87.27W
53317,1880-10-01,1,10,1880,Chicago,11.158,0.7340000000000001,42.59N,87.27W
53318,1880-11-01,1,11,1880,Chicago,1.2199999999999998,1.642,42.59N,87.27W
53319,1880-12-01,1,12,1880,Chicago,-2.385,0.8220000000000001,42.59N,87.27W
53320,1881-01-01,1,1,1881,Chicago,-4.714,0.847,42.59N,87.27W
53321,1881-02-01,1,2,1881,Chicago,-2.023,1.027,42.59N,87.27W
53322,1881-03-01,1,3,1881,Chicago,0.9489999999999998,0.58,42.59N,87.27W
53323,1881-04-01,1,4,1881,Chicago,4.2810000000000015,0.5720000000000001,42.59N,87.27W
53324,1881-05-01,1,5,1881,Chicago,14.939,0.607,42.59N,87.27W
53325,1881-06-01,1,6,1881,Chicago,15.901,0.922,42.59N,87.27W
53326,1881-07-01,1,7,1881,Chicago,22.708,0.562,42.59N,87.27W
53327,1881-08-01,1,8,1881,Chicago,24.157,0.521,42.59N,87.27W
53328,1881-09-01,1,9,1881,Chicago,21.568,0.597,42.59N,87.27W
53329,1881-10-01,1,10,1881,Chicago,13.734000000000002,0.478,42.59N,87.27W
53330,1881-11-01,1,11,1881,Chicago,6.242000000000001,0.631,42.59N,87.27W
53331,1881-12-01,1,12,1881,Chicago,5.306,1.032,42.59N,87.27W
53332,1882-01-01,1,1,1882,Chicago,0.5140000000000002,0.901,42.59N,87.27W
53333,1882-02-01,1,2,1882,Chicago,5.658,0.612,42.59N,87.27W
53334,1882-03-01,1,3,1882,Chicago,4.277,0.485,42.59N,87.27W
53335,1882-04-01,1,4,1882,Chicago,6.3900000000000015,0.456,42.59N,87.27W
53336,1882-05-01,1,5,1882,Chicago,8.625,0.3670000000000001,42.59N,87.27W
53337,1882-06-01,1,6,1882,Chicago,16.13,0.55,42.59N,87.27W
53338,1882-07-01,1,7,1882,Chicago,19.959,0.356,42.59N,87.27W
53339,1882-08-01,1,8,1882,Chicago,22.312,0.5489999999999999,42.59N,87.27W
53340,1882-09-01,1,9,1882,Chicago,18.821,0.335,42.59N,87.27W
53341,1882-10-01,1,10,1882,Chicago,14.699000000000002,0.56,42.59N,87.27W
53342,1882-11-01,1,11,1882,Chicago,7.209,0.7509999999999999,42.59N,87.27W
53343,1882-12-01,1,12,1882,Chicago,-0.0649999999999999,0.972,42.59N,87.27W
53344,1883-01-01,1,1,1883,Chicago,-5.4510000000000005,0.914,42.59N,87.27W
53345,1883-02-01,1,2,1883,Chicago,-2.529,1.335,42.59N,87.27W
53346,1883-03-01,1,3,1883,Chicago,-0.0449999999999999,0.95,42.59N,87.27W
53347,1883-04-01,1,4,1883,Chicago,6.635,0.622,42.59N,87.27W
53348,1883-05-01,1,5,1883,Chicago,9.035,0.326,42.59N,87.27W
53349,1883-06-01,1,6,1883,Chicago,16.3,0.654,42.59N,87.27W
53350,1883-07-01,1,7,1883,Chicago,20.882,0.485,42.59N,87.27W
53351,1883-08-01,1,8,1883,Chicago,20.52,0.635,42.59N,87.27W
53352,1883-09-01,1,9,1883,Chicago,16.397000000000002,0.279,42.59N,87.27W
53353,1883-10-01,1,10,1883,Chicago,11.111,0.321,42.59N,87.27W
53354,1883-11-01,1,11,1883,Chicago,6.895,0.6629999999999999,42.59N,87.27W
53355,1883-12-01,1,12,1883,Chicago,1.3030000000000002,0.5429999999999999,42.59N,87.27W
53356,1884-01-01,1,1,1884,Chicago,-4.79,0.535,42.59N,87.27W
53357,1884-02-01,1,2,1884,Chicago,-0.75,0.402,42.59N,87.27W
53358,1884-03-01,1,3,1884,Chicago,1.533,0.77,42.59N,87.27W
53359,1884-04-01,1,4,1884,Chicago,5.946000000000001,0.794,42.59N,87.27W
53360,1884-05-01,1,5,1884,Chicago,11.363,0.541,42.59N,87.27W
53361,1884-06-01,1,6,1884,Chicago,17.632,1.305,42.59N,87.27W
53362,1884-07-01,1,7,1884,Chicago,20.104,0.481,42.59N,87.27W
53363,1884-08-01,1,8,1884,Chicago,20.928,0.624,42.59N,87.27W
53364,1884-09-01,1,9,1884,Chicago,20.932,0.7440000000000001,42.59N,87.27W
53365,1884-10-01,1,10,1884,Chicago,14.113,0.642,42.59N,87.27W
53366,1884-11-01,1,11,1884,Chicago,5.51,0.614,42.59N,87.27W
53367,1884-12-01,1,12,1884,Chicago,-0.3569999999999997,0.7240000000000001,42.59N,87.27W
53368,1885-01-01,1,1,1885,Chicago,-5.539,0.958,42.59N,87.27W
53369,1885-02-01,1,2,1885,Chicago,-7.356,0.753,42.59N,87.27W
53370,1885-03-01,1,3,1885,Chicago,-1.795,0.621,42.59N,87.27W
53371,1885-04-01,1,4,1885,Chicago,5.665,0.486,42.59N,87.27W
53372,1885-05-01,1,5,1885,Chicago,10.125,0.8340000000000001,42.59N,87.27W
53373,1885-06-01,1,6,1885,Chicago,16.122,0.6609999999999999,42.59N,87.27W
53374,1885-07-01,1,7,1885,Chicago,21.944000000000003,0.993,42.59N,87.27W
53375,1885-08-01,1,8,1885,Chicago,19.489,0.978,42.59N,87.27W
53376,1885-09-01,1,9,1885,Chicago,17.974,0.422,42.59N,87.27W
53377,1885-10-01,1,10,1885,Chicago,10.582,0.368,42.59N,87.27W
53378,1885-11-01,1,11,1885,Chicago,6.941999999999998,1.102,42.59N,87.27W
53379,1885-12-01,1,12,1885,Chicago,1.3630000000000002,0.7120000000000001,42.59N,87.27W
53380,1886-01-01,1,1,1886,Chicago,-3.46,0.821,42.59N,87.27W
53381,1886-02-01,1,2,1886,Chicago,-0.99,1.02,42.59N,87.27W
53382,1886-03-01,1,3,1886,Chicago,2.202,0.462,42.59N,87.27W
53383,1886-04-01,1,4,1886,Chicago,8.397,0.515,42.59N,87.27W
53384,1886-05-01,1,5,1886,Chicago,11.892,0.833,42.59N,87.27W
53385,1886-06-01,1,6,1886,Chicago,16.735,0.456,42.59N,87.27W
53386,1886-07-01,1,7,1886,Chicago,21.502,1.0,42.59N,87.27W
53387,1886-08-01,1,8,1886,Chicago,22.373,0.484,42.59N,87.27W
53388,1886-09-01,1,9,1886,Chicago,18.606,0.623,42.59N,87.27W
53389,1886-10-01,1,10,1886,Chicago,13.849,0.624,42.59N,87.27W
53390,1886-11-01,1,11,1886,Chicago,4.624,0.8440000000000001,42.59N,87.27W
53391,1886-12-01,1,12,1886,Chicago,-2.9,1.504,42.59N,87.27W
53392,1887-01-01,1,1,1887,Chicago,-4.492,1.472,42.59N,87.27W
53393,1887-02-01,1,2,1887,Chicago,-0.3989999999999999,1.052,42.59N,87.27W
53394,1887-03-01,1,3,1887,Chicago,0.8330000000000002,0.523,42.59N,87.27W
53395,1887-04-01,1,4,1887,Chicago,7.062,0.487,42.59N,87.27W
53396,1887-05-01,1,5,1887,Chicago,14.64,0.897,42.59N,87.27W
53397,1887-06-01,1,6,1887,Chicago,18.332,0.622,42.59N,87.27W
53398,1887-07-01,1,7,1887,Chicago,23.921,0.644,42.59N,87.27W
53399,1887-08-01,1,8,1887,Chicago,21.477,0.5429999999999999,42.59N,87.27W
53400,1887-09-01,1,9,1887,Chicago,17.724,0.358,42.59N,87.27W
53401,1887-10-01,1,10,1887,Chicago,9.778,0.503,42.59N,87.27W
53402,1887-11-01,1,11,1887,Chicago,5.343999999999999,0.993,42.59N,87.27W
53403,1887-12-01,1,12,1887,Chicago,1.41,0.575,42.59N,87.27W
53404,1888-01-01,1,1,1888,Chicago,-5.747000000000001,1.259,42.59N,87.27W
53405,1888-02-01,1,2,1888,Chicago,-1.93,0.984,42.59N,87.27W
53406,1888-03-01,1,3,1888,Chicago,-0.4750000000000001,0.618,42.59N,87.27W
53407,1888-04-01,1,4,1888,Chicago,5.972,0.705,42.59N,87.27W
53408,1888-05-01,1,5,1888,Chicago,9.124,0.4370000000000001,42.59N,87.27W
53409,1888-06-01,1,6,1888,Chicago,17.719,0.399,42.59N,87.27W
53410,1888-07-01,1,7,1888,Chicago,21.542,0.6579999999999999,42.59N,87.27W
53411,1888-08-01,1,8,1888,Chicago,21.126,0.298,42.59N,87.27W
53412,1888-09-01,1,9,1888,Chicago,16.201,0.343,42.59N,87.27W
53413,1888-10-01,1,10,1888,Chicago,10.435,0.552,42.59N,87.27W
53414,1888-11-01,1,11,1888,Chicago,7.375999999999999,0.674,42.59N,87.27W
53415,1888-12-01,1,12,1888,Chicago,3.575,0.8490000000000001,42.59N,87.27W
53416,1889-01-01,1,1,1889,Chicago,2.154,0.715,42.59N,87.27W
53417,1889-02-01,1,2,1889,Chicago,-3.602,0.667,42.59N,87.27W
53418,1889-03-01,1,3,1889,Chicago,4.902,0.615,42.59N,87.27W
53419,1889-04-01,1,4,1889,Chicago,7.4140000000000015,0.42,42.59N,87.27W
53420,1889-05-01,1,5,1889,Chicago,10.849,0.327,42.59N,87.27W
53421,1889-06-01,1,6,1889,Chicago,14.805,0.325,42.59N,87.27W
53422,1889-07-01,1,7,1889,Chicago,20.839,0.556,42.59N,87.27W
53423,1889-08-01,1,8,1889,Chicago,21.693,0.535,42.59N,87.27W
53424,1889-09-01,1,9,1889,Chicago,17.846,0.4,42.59N,87.27W
53425,1889-10-01,1,10,1889,Chicago,9.758,0.537,42.59N,87.27W
53426,1889-11-01,1,11,1889,Chicago,6.132000000000001,0.701,42.59N,87.27W
53427,1889-12-01,1,12,1889,Chicago,7.411,1.137,42.59N,87.27W
53428,1890-01-01,1,1,1890,Chicago,2.877,0.6459999999999999,42.59N,87.27W
53429,1890-02-01,1,2,1890,Chicago,3.3830000000000005,0.99,42.59N,87.27W
53430,1890-03-01,1,3,1890,Chicago,-0.008,0.825,42.59N,87.27W
53431,1890-04-01,1,4,1890,Chicago,7.327000000000001,0.7659999999999999,42.59N,87.27W
53432,1890-05-01,1,5,1890,Chicago,9.38,0.816,42.59N,87.27W
53433,1890-06-01,1,6,1890,Chicago,19.446,0.579,42.59N,87.27W
53434,1890-07-01,1,7,1890,Chicago,21.691,0.498,42.59N,87.27W
53435,1890-08-01,1,8,1890,Chicago,20.133000000000006,0.423,42.59N,87.27W
53436,1890-09-01,1,9,1890,Chicago,16.656,0.6,42.59N,87.27W
53437,1890-10-01,1,10,1890,Chicago,11.993,0.396,42.59N,87.27W
53438,1890-11-01,1,11,1890,Chicago,7.619,0.569,42.59N,87.27W
53439,1890-12-01,1,12,1890,Chicago,2.0340000000000003,0.6729999999999999,42.59N,87.27W
53440,1891-01-01,1,1,1891,Chicago,2.27,0.578,42.59N,87.27W
53441,1891-02-01,1,2,1891,Chicago,1.42,0.499,42.59N,87.27W
53442,1891-03-01,1,3,1891,Chicago,0.7650000000000001,0.412,42.59N,87.27W
53443,1891-04-01,1,4,1891,Chicago,7.857,0.318,42.59N,87.27W
53444,1891-05-01,1,5,1891,Chicago,10.329999999999998,0.6,42.59N,87.27W
53445,1891-06-01,1,6,1891,Chicago,17.62,0.502,42.59N,87.27W
53446,1891-07-01,1,7,1891,Chicago,18.943,0.453,42.59N,87.27W
53447,1891-08-01,1,8,1891,Chicago,21.407,0.243,42.59N,87.27W
53448,1891-09-01,1,9,1891,Chicago,21.053,0.394,42.59N,87.27W
53449,1891-10-01,1,10,1891,Chicago,12.279000000000002,0.266,42.59N,87.27W
53450,1891-11-01,1,11,1891,Chicago,4.093999999999999,0.584,42.59N,87.27W
53451,1891-12-01,1,12,1891,Chicago,5.466,0.431,42.59N,87.27W
53452,1892-01-01,1,1,1892,Chicago,-2.974,0.721,42.59N,87.27W
53453,1892-02-01,1,2,1892,Chicago,2.228,0.569,42.59N,87.27W
53454,1892-03-01,1,3,1892,Chicago,1.324,0.688,42.59N,87.27W
53455,1892-04-01,1,4,1892,Chicago,5.957999999999999,0.449,42.59N,87.27W
53456,1892-05-01,1,5,1892,Chicago,9.601,0.624,42.59N,87.27W
53457,1892-06-01,1,6,1892,Chicago,17.098,0.721,42.59N,87.27W
53458,1892-07-01,1,7,1892,Chicago,21.542,0.376,42.59N,87.27W
53459,1892-08-01,1,8,1892,Chicago,21.993,0.387,42.59N,87.27W
53460,1892-09-01,1,9,1892,Chicago,18.388,0.301,42.59N,87.27W
53461,1892-10-01,1,10,1892,Chicago,12.629,0.282,42.59N,87.27W
53462,1892-11-01,1,11,1892,Chicago,3.963,0.499,42.59N,87.27W
53463,1892-12-01,1,12,1892,Chicago,-1.2110000000000003,0.838,42.59N,87.27W
53464,1893-01-01,1,1,1893,Chicago,-6.581,0.878,42.59N,87.27W
53465,1893-02-01,1,2,1893,Chicago,-3.112,0.249,42.59N,87.27W
53466,1893-03-01,1,3,1893,Chicago,1.941,0.364,42.59N,87.27W
53467,1893-04-01,1,4,1893,Chicago,6.178999999999999,0.674,42.59N,87.27W
53468,1893-05-01,1,5,1893,Chicago,9.789,0.769,42.59N,87.27W
53469,1893-06-01,1,6,1893,Chicago,18.612,0.8420000000000001,42.59N,87.27W
53470,1893-07-01,1,7,1893,Chicago,22.361,0.713,42.59N,87.27W
53471,1893-08-01,1,8,1893,Chicago,21.375,0.603,42.59N,87.27W
53472,1893-09-01,1,9,1893,Chicago,18.446,0.482,42.59N,87.27W
53473,1893-10-01,1,10,1893,Chicago,12.772,0.346,42.59N,87.27W
53474,1893-11-01,1,11,1893,Chicago,4.946000000000001,0.479,42.59N,87.27W
53475,1893-12-01,1,12,1893,Chicago,0.1319999999999999,0.763,42.59N,87.27W
53476,1894-01-01,1,1,1894,Chicago,1.412,0.784,42.59N,87.27W
53477,1894-02-01,1,2,1894,Chicago,-1.831,0.537,42.59N,87.27W
53478,1894-03-01,1,3,1894,Chicago,6.472,0.6759999999999999,42.59N,87.27W
53479,1894-04-01,1,4,1894,Chicago,8.212,0.428,42.59N,87.27W
53480,1894-05-01,1,5,1894,Chicago,11.223,0.665,42.59N,87.27W
53481,1894-06-01,1,6,1894,Chicago,19.34,0.7140000000000001,42.59N,87.27W
53482,1894-07-01,1,7,1894,Chicago,22.573,0.234,42.59N,87.27W
53483,1894-08-01,1,8,1894,Chicago,22.112,0.635,42.59N,87.27W
53484,1894-09-01,1,9,1894,Chicago,19.85,0.481,42.59N,87.27W
53485,1894-10-01,1,10,1894,Chicago,12.379,0.264,42.59N,87.27W
53486,1894-11-01,1,11,1894,Chicago,3.981,0.597,42.59N,87.27W
53487,1894-12-01,1,12,1894,Chicago,3.769,0.6920000000000001,42.59N,87.27W
53488,1895-01-01,1,1,1895,Chicago,-4.08,0.608,42.59N,87.27W
53489,1895-02-01,1,2,1895,Chicago,-5.14,0.8640000000000001,42.59N,87.27W
53490,1895-03-01,1,3,1895,Chicago,1.231,0.39,42.59N,87.27W
53491,1895-04-01,1,4,1895,Chicago,8.326,0.531,42.59N,87.27W
53492,1895-05-01,1,5,1895,Chicago,12.404000000000002,0.8270000000000001,42.59N,87.27W
53493,1895-06-01,1,6,1895,Chicago,19.009,0.8959999999999999,42.59N,87.27W
53494,1895-07-01,1,7,1895,Chicago,20.66,0.604,42.59N,87.27W
53495,1895-08-01,1,8,1895,Chicago,22.796,0.589,42.59N,87.27W
53496,1895-09-01,1,9,1895,Chicago,20.804,0.504,42.59N,87.27W
53497,1895-10-01,1,10,1895,Chicago,9.063,0.288,42.59N,87.27W
53498,1895-11-01,1,11,1895,Chicago,4.837,0.495,42.59N,87.27W
53499,1895-12-01,1,12,1895,Chicago,1.958,0.343,42.59N,87.27W
53500,1896-01-01,1,1,1896,Chicago,0.4880000000000002,0.37,42.59N,87.27W
53501,1896-02-01,1,2,1896,Chicago,-0.102,0.73,42.59N,87.27W
53502,1896-03-01,1,3,1896,Chicago,0.4810000000000003,0.469,42.59N,87.27W
53503,1896-04-01,1,4,1896,Chicago,10.246,0.68,42.59N,87.27W
53504,1896-05-01,1,5,1896,Chicago,15.947,0.472,42.59N,87.27W
53505,1896-06-01,1,6,1896,Chicago,18.023,0.397,42.59N,87.27W
53506,1896-07-01,1,7,1896,Chicago,21.532,0.259,42.59N,87.27W
53507,1896-08-01,1,8,1896,Chicago,22.815,0.472,42.59N,87.27W
53508,1896-09-01,1,9,1896,Chicago,16.499000000000002,0.357,42.59N,87.27W
53509,1896-10-01,1,10,1896,Chicago,9.968,0.444,42.59N,87.27W
53510,1896-11-01,1,11,1896,Chicago,5.814,0.5529999999999999,42.59N,87.27W
53511,1896-12-01,1,12,1896,Chicago,3.005,0.607,42.59N,87.27W
53512,1897-01-01,1,1,1897,Chicago,-1.192,0.972,42.59N,87.27W
53513,1897-02-01,1,2,1897,Chicago,1.238,0.737,42.59N,87.27W
53514,1897-03-01,1,3,1897,Chicago,2.345,0.393,42.59N,87.27W
53515,1897-04-01,1,4,1897,Chicago,6.565,0.324,42.59N,87.27W
53516,1897-05-01,1,5,1897,Chicago,10.31,0.389,42.59N,87.27W
53517,1897-06-01,1,6,1897,Chicago,16.292,0.583,42.59N,87.27W
53518,1897-07-01,1,7,1897,Chicago,23.099,0.258,42.59N,87.27W
53519,1897-08-01,1,8,1897,Chicago,20.589,0.445,42.59N,87.27W
53520,1897-09-01,1,9,1897,Chicago,20.937,0.5870000000000001,42.59N,87.27W
53521,1897-10-01,1,10,1897,Chicago,14.99,0.485,42.59N,87.27W
53522,1897-11-01,1,11,1897,Chicago,5.724,0.665,42.59N,87.27W
53523,1897-12-01,1,12,1897,Chicago,-0.349,0.527,42.59N,87.27W
53524,1898-01-01,1,1,1898,Chicago,1.104,1.008,42.59N,87.27W
53525,1898-02-01,1,2,1898,Chicago,0.282,0.581,42.59N,87.27W
53526,1898-03-01,1,3,1898,Chicago,5.386,0.51,42.59N,87.27W
53527,1898-04-01,1,4,1898,Chicago,6.292999999999999,0.501,42.59N,87.27W
53528,1898-05-01,1,5,1898,Chicago,11.41,0.522,42.59N,87.27W
53529,1898-06-01,1,6,1898,Chicago,18.325,0.425,42.59N,87.27W
53530,1898-07-01,1,7,1898,Chicago,22.201,0.332,42.59N,87.27W
53531,1898-08-01,1,8,1898,Chicago,22.159,0.476,42.59N,87.27W
53532,1898-09-01,1,9,1898,Chicago,20.086,0.281,42.59N,87.27W
53533,1898-10-01,1,10,1898,Chicago,11.684,0.595,42.59N,87.27W
53534,1898-11-01,1,11,1898,Chicago,4.919,0.426,42.59N,87.27W
53535,1898-12-01,1,12,1898,Chicago,-0.914,0.584,42.59N,87.27W
53536,1899-01-01,1,1,1899,Chicago,-1.213,0.5429999999999999,42.59N,87.27W
53537,1899-02-01,1,2,1899,Chicago,-4.805,0.517,42.59N,87.27W
53538,1899-03-01,1,3,1899,Chicago,-0.4589999999999996,0.684,42.59N,87.27W
53539,1899-04-01,1,4,1899,Chicago,9.102,0.598,42.59N,87.27W
53540,1899-05-01,1,5,1899,Chicago,12.492,0.342,42.59N,87.27W
53541,1899-06-01,1,6,1899,Chicago,18.366,0.507,42.59N,87.27W
53542,1899-07-01,1,7,1899,Chicago,21.489,0.345,42.59N,87.27W
53543,1899-08-01,1,8,1899,Chicago,23.479,0.227,42.59N,87.27W
53544,1899-09-01,1,9,1899,Chicago,17.581,0.357,42.59N,87.27W
53545,1899-10-01,1,10,1899,Chicago,15.05,0.258,42.59N,87.27W
53546,1899-11-01,1,11,1899,Chicago,9.056,0.346,42.59N,87.27W
53547,1899-12-01,1,12,1899,Chicago,1.263,0.69,42.59N,87.27W
53548,1900-01-01,1,1,1900,Chicago,1.905,0.472,42.59N,87.27W
53549,1900-02-01,1,2,1900,Chicago,-3.409,0.894,42.59N,87.27W
53550,1900-03-01,1,3,1900,Chicago,-0.282,0.625,42.59N,87.27W
53551,1900-04-01,1,4,1900,Chicago,8.347000000000001,0.659,42.59N,87.27W
53552,1900-05-01,1,5,1900,Chicago,13.055,0.251,42.59N,87.27W
53553,1900-06-01,1,6,1900,Chicago,16.976,0.748,42.59N,87.27W
53554,1900-07-01,1,7,1900,Chicago,21.291,0.736,42.59N,87.27W
53555,1900-08-01,1,8,1900,Chicago,25.207,0.49,42.59N,87.27W
53556,1900-09-01,1,9,1900,Chicago,19.884,0.359,42.59N,87.27W
53557,1900-10-01,1,10,1900,Chicago,16.647000000000002,0.389,42.59N,87.27W
53558,1900-11-01,1,11,1900,Chicago,5.738,0.574,42.59N,87.27W
53559,1900-12-01,1,12,1900,Chicago,2.208,0.551,42.59N,87.27W
53560,1901-01-01,1,1,1901,Chicago,0.0080000000000002,0.376,42.59N,87.27W
53561,1901-02-01,1,2,1901,Chicago,-4.953,0.515,42.59N,87.27W
53562,1901-03-01,1,3,1901,Chicago,2.167,0.315,42.59N,87.27W
53563,1901-04-01,1,4,1901,Chicago,7.3210000000000015,0.515,42.59N,87.27W
53564,1901-05-01,1,5,1901,Chicago,11.095999999999998,0.186,42.59N,87.27W
53565,1901-06-01,1,6,1901,Chicago,18.588,0.454,42.59N,87.27W
53566,1901-07-01,1,7,1901,Chicago,24.887,0.635,42.59N,87.27W
53567,1901-08-01,1,8,1901,Chicago,22.493,0.304,42.59N,87.27W
53568,1901-09-01,1,9,1901,Chicago,18.541,0.418,42.59N,87.27W
53569,1901-10-01,1,10,1901,Chicago,13.757,0.398,42.59N,87.27W
53570,1901-11-01,1,11,1901,Chicago,5.311999999999999,0.493,42.59N,87.27W
53571,1901-12-01,1,12,1901,Chicago,-0.7410000000000001,0.256,42.59N,87.27W
53572,1902-01-01,1,1,1902,Chicago,-0.179,0.716,42.59N,87.27W
53573,1902-02-01,1,2,1902,Chicago,-2.65,0.404,42.59N,87.27W
53574,1902-03-01,1,3,1902,Chicago,5.484,0.327,42.59N,87.27W
53575,1902-04-01,1,4,1902,Chicago,6.867999999999999,0.294,42.59N,87.27W
53576,1902-05-01,1,5,1902,Chicago,12.601,0.502,42.59N,87.27W
53577,1902-06-01,1,6,1902,Chicago,15.446,0.461,42.59N,87.27W
53578,1902-07-01,1,7,1902,Chicago,21.812,0.38,42.59N,87.27W
53579,1902-08-01,1,8,1902,Chicago,20.46,0.379,42.59N,87.27W
53580,1902-09-01,1,9,1902,Chicago,16.97,0.223,42.59N,87.27W
53581,1902-10-01,1,10,1902,Chicago,13.074000000000002,0.3720000000000001,42.59N,87.27W
53582,1902-11-01,1,11,1902,Chicago,10.309,0.315,42.59N,87.27W
53583,1902-12-01,1,12,1902,Chicago,0.2570000000000001,0.6559999999999999,42.59N,87.27W
53584,1903-01-01,1,1,1903,Chicago,-0.8829999999999999,0.6509999999999999,42.59N,87.27W
53585,1903-02-01,1,2,1903,Chicago,-0.8370000000000001,0.591,42.59N,87.27W
53586,1903-03-01,1,3,1903,Chicago,6.6110000000000015,0.444,42.59N,87.27W
53587,1903-04-01,1,4,1903,Chicago,7.547999999999999,0.5429999999999999,42.59N,87.27W
53588,1903-05-01,1,5,1903,Chicago,13.082999999999998,0.579,42.59N,87.27W
53589,1903-06-01,1,6,1903,Chicago,14.772,0.369,42.59N,87.27W
53590,1903-07-01,1,7,1903,Chicago,21.194000000000003,0.416,42.59N,87.27W
53591,1903-08-01,1,8,1903,Chicago,20.406,0.408,42.59N,87.27W
53592,1903-09-01,1,9,1903,Chicago,18.511,0.419,42.59N,87.27W
53593,1903-10-01,1,10,1903,Chicago,12.807,0.451,42.59N,87.27W
53594,1903-11-01,1,11,1903,Chicago,4.738,0.544,42.59N,87.27W
53595,1903-12-01,1,12,1903,Chicago,-3.108,0.494,42.59N,87.27W
53596,1904-01-01,1,1,1904,Chicago,-4.933,0.662,42.59N,87.27W
53597,1904-02-01,1,2,1904,Chicago,-6.234999999999999,0.67,42.59N,87.27W
53598,1904-03-01,1,3,1904,Chicago,2.325,0.315,42.59N,87.27W
